request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_211,269.32,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 1500 minimum protected.
request_212,6475227.32,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 29579800 minimum protected.
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,Use installments to pay the amount over time. This leaves at least 2100 available.
request_214,68378.5,affordable_with_plan,partial_payment,2024-12-04:68378.50|2024-12-16:1371.50,2024-12-16,none,Pay 68378.5 today and the remaining 1371.5 on 2024-12-16. This completes the full request and keeps the 174900 minimum protected.
request_215,29986.0,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,Use installments to pay the amount over time. This leaves at least 15700 available.
request_216,710.77,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 1800 minimum protected.
request_217,20558.97,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-16,none,Use installments to pay the amount over time. This leaves at least 26800 available.
request_218,27553020.13,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-16,none,Use installments to pay the amount over time. This leaves at least 34477200 available.
request_219,751.37,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-16,none,Use installments to pay the amount over time. This leaves at least 1100 available.
request_220,270.9,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 1100 minimum protected.
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay 109800.0 today. This keeps the 81500 minimum available over the next 90 days.
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay 34078.0 today. This keeps the 27300 minimum available over the next 90 days.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay 898.7 today. This keeps the 800 minimum available over the next 90 days.
request_224,10327000.0,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,Use installments to pay the amount over time. This leaves at least 22187600 available.
request_225,12053596.5,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-07-16,none,Use installments to pay the amount over time. This leaves at least 17670700 available.
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Pay 157000.0 today. This keeps the 209400 minimum available over the next 90 days.
request_227,11472.64,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 62900 minimum protected.
request_228,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 26191200 minimum protected.
request_229,572.12,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-04-16,none,Use installments to pay the amount over time. This leaves at least 1000 available.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,Pay 3537.6 today. This keeps the 2000 minimum available over the next 90 days.
request_231,34402.28,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-16,none,Use installments to pay the amount over time. This leaves at least 24300 available.
request_232,833.07,affordable_later,wait,2024-07-16:1970.10,2024-07-16,none,"Wait until 2024-07-16, then pay 1970.1 in full. Paying sooner would put the 2400 minimum at risk."
request_233,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 10365700 minimum protected.
request_234,283.34,affordable_later,wait,2026-08-16:1213.30,2026-08-16,none,"Wait until 2026-08-16, then pay 1213.3 in full. Paying sooner would put the 700 minimum at risk."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay 967.2 today. This keeps the 700 minimum available over the next 90 days.
request_236,7443710.91,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 16768600 minimum protected.
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay 23826000.0 today. This keeps the 22431500 minimum available over the next 90 days.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,Use installments to pay the amount over time. This leaves at least 700 available.
request_239,642.0,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay 642.0 today. This keeps the 600 minimum available over the next 90 days.
request_240,20218.43,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 52800 minimum protected.
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,Use installments to pay the amount over time. This leaves at least 19252000 available.
request_242,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 600 minimum protected.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay 17468.0 today. This keeps the 19900 minimum available over the next 90 days.
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,Pay 49918.0 today. This keeps the 45900 minimum available over the next 90 days.
request_245,38170.68,affordable_later,wait,2025-12-16:128500,2025-12-16,none,"Wait until 2025-12-16, then pay 128500.0 in full. Paying sooner would put the 94600 minimum at risk."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,Use installments to pay the amount over time. This leaves at least 39300 available.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,Pay 1059.3 today. This keeps the 1300 minimum available over the next 90 days.
request_248,1025.93,affordable_with_plan,partial_payment,2025-02-07:1025.93|2025-03-16:939.67,2025-03-16,none,Pay 1025.93 today and the remaining 939.6699999999998 on 2025-03-16. This completes the full request and keeps the 1300 minimum protected.
request_249,200.32,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 600 minimum protected.
request_250,17762.28,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 35300 minimum protected.
request_251,1513.6,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 1300 minimum protected.
request_252,6188297.21,affordable_later,wait,2026-08-16:28082000,2026-08-16,none,"Wait until 2026-08-16, then pay 28082000.0 in full. Paying sooner would put the 15152200 minimum at risk."
request_253,1724.1,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-04-16,none,Use installments to pay the amount over time. This leaves at least 2300 available.
request_254,717.78,affordable_later,wait,2025-09-16:3535.20,2025-09-16,none,"Wait until 2025-09-16, then pay 3535.2 in full. Paying sooner would put the 2500 minimum at risk."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay 3345000.0 today. This keeps the 9813900 minimum available over the next 90 days.
request_256,180215.52,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-06-16,none,Use installments to pay the amount over time. This leaves at least 168600 available.
request_257,581.41,affordable_later,wait,2025-12-16:1352.40,2025-12-16,none,"Wait until 2025-12-16, then pay 1352.4 in full. Paying sooner would put the 1600 minimum at risk."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,Pay 1113.6 today. This keeps the 500 minimum available over the next 90 days.
request_259,228.25,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 600 minimum protected.
request_260,11491991.75,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 20727700 minimum protected.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,Pay 1830.4 today. This keeps the 1500 minimum available over the next 90 days.
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay 9236000.0 today. This keeps the 31018500 minimum available over the next 90 days.
request_263,9452.27,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 24100 minimum protected.
request_264,31943.74,affordable_later,wait,2026-05-16:111300,2026-05-16,none,"Wait until 2026-05-16, then pay 111300.0 in full. Paying sooner would put the 59500 minimum at risk."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Pay 45970.0 today. This keeps the 189700 minimum available over the next 90 days.
request_266,816.59,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-16,none,Use installments to pay the amount over time. This leaves at least 900 available.
request_267,1525.11,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 1500 minimum protected.
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-16,none,Use installments to pay the amount over time. This leaves at least 1400 available.
request_269,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 23100 minimum protected.
request_270,173.35,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 1400 minimum protected.
request_271,7909.54,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the 58200 minimum protected.
request_272,6091059.81,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-16,none,Use installments to pay the amount over time. This leaves at least 7508600 available.
request_273,10756514.78,affordable_with_plan,partial_payment,2026-04-07:10756514.78|2026-04-16:5104485.22,2026-04-16,none,Pay 10756514.78 today and the remaining 5104485.220000001 on 2026-04-16. This completes the full request and keeps the 18774600 minimum protected.
request_274,2488.86,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-16,none,Use installments to pay the amount over time. This leaves at least 1800 available.
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay 15884000.0 today. This keeps the 12760100 minimum available over the next 90 days.
